3700,3350,2975,2600,2225,1825,1450,1100,700,325,0
3700,3350,2950,2600,2225,1850,1450,1075,700,325,0
3725,3350,2975,2600,2200,1825,1450,1075,700,325,0
5,5,5,5,5,5,5,5,5,5,4
