SpectraSuite Datei
++++++++++++++++++++++++++++++++++++
Datum: Mon Nov 11 14:26:12 CET 2019
Benutzer: user
Dark-Spektrum vorhanden: Ja
Referenz-Spektrum vorhanden: Nein
Zahl der probierten Teilspektren: 1
Spektrometer: USB4F04607
Integrationszeit (usec): 130000 (USB4F04607)
Spektren Durchschnitt berechnet: 4 (USB4F04607)
Boxcar Glättung: 0 (USB4F04607)
Dunkelstromkorrektur: Nein (USB4F04607)
Puls/Lampe aktiviert: Nein (USB4F04607)
Correct for Detector Non-linearity: Nein (USB4F04607)
Streulichtkorrektur: Nein (USB4F04607)
Anzahl Pixel in verarbeitetem Spektrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
177,66	-2,05
177,88	-2,05
178,10	-2,05
178,32	-46,59
178,53	-38,91
178,75	1,54
178,97	-40,45
179,19	-24,06
179,40	-4,61
179,62	27,14
179,84	-22,02
180,05	31,23
180,27	-3,07
180,49	-14,85
180,71	23,04
180,92	21,50
181,14	-7,68
181,36	-13,82
181,58	93,69
181,79	28,67
182,01	59,90
182,23	61,95
182,44	65,02
182,66	30,21
182,88	2,56
183,10	62,98
183,31	56,32
183,53	57,86
183,75	41,47
183,96	19,97
184,18	59,39
184,40	23,55
184,62	42,50
184,83	24,06
185,05	81,41
185,27	82,43
185,48	11,78
185,70	13,31
185,92	-8,70
186,14	59,39
186,35	40,45
186,57	14,85
186,79	55,30
187,00	49,66
187,22	43,01
187,44	25,09
187,66	0,51
187,87	2,05
188,09	-31,74
188,31	29,70
188,52	24,06
188,74	34,30
188,96	52,74
189,17	33,28
189,39	36,86
189,61	74,24
189,82	-7,17
190,04	30,72
190,26	31,23
190,48	68,61
190,69	36,35
190,91	41,47
191,13	48,13
191,34	10,75
191,56	31,74
191,78	19,97
191,99	44,03
192,21	50,18
192,43	56,32
192,64	7,68
192,86	46,08
193,08	32,26
193,29	70,14
193,51	32,77
193,73	39,94
193,94	20,48
194,16	55,30
194,38	4,10
194,60	77,31
194,81	34,82
195,03	74,75
195,25	12,29
195,46	23,04
195,68	26,62
195,90	53,25
196,11	58,88
196,33	51,20
196,55	23,04
196,76	23,04
196,98	72,70
197,20	67,58
197,41	87,04
197,63	7,17
197,85	34,82
198,06	16,90
198,28	64,51
198,50	74,75
198,71	21,50
198,93	25,60
199,14	39,94
199,36	61,95
199,58	9,73
199,79	30,21
200,01	24,06
200,23	68,61
200,44	32,77
200,66	32,26
200,88	36,86
201,09	20,48
201,31	73,73
201,53	67,07
201,74	33,79
201,96	17,41
202,18	-28,16
202,39	17,41
202,61	34,82
202,83	30,21
203,04	26,62
203,26	28,16
203,47	66,05
203,69	52,74
203,91	38,91
204,12	36,86
204,34	-4,61
204,56	33,28
204,77	16,90
204,99	44,54
205,21	6,66
205,42	15,36
205,64	66,05
205,85	17,92
206,07	39,42
206,29	18,94
206,50	45,57
206,72	68,61
206,94	65,53
207,15	43,01
207,37	63,49
207,58	59,39
207,80	47,10
208,02	-30,72
208,23	43,52
208,45	88,06
208,67	11,26
208,88	29,70
209,10	20,48
209,31	76,80
209,53	3,07
209,75	25,60
209,96	12,80
210,18	43,52
210,40	46,08
210,61	75,26
210,83	47,62
211,04	80,38
211,26	46,59
211,48	0,51
211,69	-24,58
211,91	36,86
212,12	28,16
212,34	31,74
212,56	50,69
212,77	33,79
212,99	27,14
213,20	67,58
213,42	1,02
213,64	35,33
213,85	22,53
214,07	-15,36
214,28	52,22
214,50	45,06
214,72	70,14
214,93	51,71
215,15	35,33
215,36	-16,90
215,58	31,23
215,80	6,66
216,01	41,98
216,23	8,19
216,44	30,21
216,66	25,60
216,88	36,86
217,09	48,13
217,31	95,23
217,52	29,18
217,74	50,69
217,95	92,16
218,17	56,32
218,39	72,70
218,60	77,31
218,82	47,62
219,03	34,30
219,25	55,30
219,47	37,89
219,68	52,22
219,90	2,05
220,11	54,78
220,33	50,18
220,54	45,57
220,76	16,90
220,98	51,20
221,19	42,50
221,41	59,39
221,62	42,50
221,84	10,75
222,05	71,17
222,27	-10,75
222,48	63,49
222,70	44,54
222,92	-2,56
223,13	44,03
223,35	41,47
223,56	48,64
223,78	34,82
223,99	44,54
224,21	48,64
224,43	24,06
224,64	43,01
224,86	22,02
225,07	31,23
225,29	52,22
225,50	8,70
225,72	45,06
225,93	23,04
226,15	70,65
226,37	37,38
226,58	50,18
226,80	24,58
227,01	69,63
227,23	2,56
227,44	62,46
227,66	12,29
227,87	83,45
228,09	40,96
228,30	77,82
228,52	54,27
228,74	32,26
228,95	0,00
229,17	73,73
229,38	36,35
229,60	50,69
229,81	32,77
230,03	67,58
230,24	-0,00
230,46	51,20
230,67	16,90
230,89	74,24
231,10	41,98
231,32	-40,96
231,53	70,65
231,75	-4,61
231,97	50,18
232,18	51,20
232,40	50,18
232,61	44,03
232,83	37,38
233,04	26,11
233,26	48,64
233,47	16,90
233,69	38,91
233,90	15,36
234,12	-2,05
234,33	58,37
234,55	23,04
234,76	33,28
234,98	-1,02
235,19	47,62
235,41	82,94
235,62	24,06
235,84	53,76
236,05	24,58
236,27	38,91
236,48	20,48
236,70	72,19
236,91	62,46
237,13	84,99
237,34	62,98
237,56	48,13
237,77	44,54
237,99	44,03
238,20	-2,56
238,42	14,85
238,63	-4,61
238,85	47,10
239,06	39,42
239,28	29,70
239,49	36,86
239,71	10,75
239,92	81,92
240,14	30,72
240,35	85,50
240,57	10,24
