SpectraSuite Datei
++++++++++++++++++++++++++++++++++++
Datum: Mon Nov 11 15:05:23 CET 2019
Benutzer: user
Dark-Spektrum vorhanden: Ja
Referenz-Spektrum vorhanden: Nein
Zahl der probierten Teilspektren: 1
Spektrometer: USB4F04607
Integrationszeit (usec): 120000 (USB4F04607)
Spektren Durchschnitt berechnet: 4 (USB4F04607)
Boxcar Glättung: 0 (USB4F04607)
Dunkelstromkorrektur: Nein (USB4F04607)
Puls/Lampe aktiviert: Nein (USB4F04607)
Correct for Detector Non-linearity: Nein (USB4F04607)
Streulichtkorrektur: Nein (USB4F04607)
Anzahl Pixel in verarbeitetem Spektrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
177,66	-46,08
177,88	-46,08
178,10	-46,08
178,32	-2,05
178,53	-39,42
178,75	-46,59
178,97	-25,09
179,19	-42,50
179,40	-9,73
179,62	-59,90
179,84	-37,89
180,05	-66,56
180,27	10,24
180,49	-25,09
180,71	-57,86
180,92	-49,15
181,14	-45,06
181,36	3,07
181,58	-11,26
181,79	21,50
182,01	-48,13
182,23	-9,22
182,44	20,48
182,66	-23,04
182,88	22,53
183,10	-23,55
183,31	5,12
183,53	11,78
183,75	41,98
183,96	-20,99
184,18	-31,74
184,40	-69,12
184,62	-30,72
184,83	-24,06
185,05	-2,05
185,27	8,19
185,48	-19,46
185,70	-4,10
185,92	0,00
186,14	-21,50
186,35	24,06
186,57	-10,75
186,79	20,48
187,00	-24,58
187,22	-12,80
187,44	-38,40
187,66	-51,71
187,87	37,38
188,09	-32,26
188,31	-29,70
188,52	-15,87
188,74	-15,87
188,96	17,41
189,17	-19,97
189,39	17,92
189,61	-22,02
189,82	24,58
190,04	-2,05
190,26	2,05
190,48	1,54
190,69	-1,02
190,91	1,02
191,13	-1,02
191,34	3,58
191,56	-3,07
191,78	19,46
191,99	8,19
192,21	2,05
192,43	-26,11
192,64	-5,12
192,86	-10,24
193,08	-41,98
193,29	17,92
193,51	-35,33
193,73	1,54
193,94	-30,21
194,16	-6,66
194,38	-3,58
194,60	-27,65
194,81	2,56
195,03	27,65
195,25	19,97
195,46	-3,07
195,68	-26,62
195,90	-22,53
196,11	51,71
196,33	21,50
196,55	-24,58
196,76	-40,45
196,98	9,22
197,20	7,17
197,41	-36,35
197,63	16,90
197,85	1,02
198,06	-46,59
198,28	-31,23
198,50	-60,42
198,71	23,04
198,93	-10,75
