SpectraSuite Datei
++++++++++++++++++++++++++++++++++++
Datum: Mon Nov 11 14:57:11 CET 2019
Benutzer: user
Dark-Spektrum vorhanden: Ja
Referenz-Spektrum vorhanden: Nein
Zahl der probierten Teilspektren: 1
Spektrometer: USB4F04607
Integrationszeit (usec): 130000 (USB4F04607)
Spektren Durchschnitt berechnet: 4 (USB4F04607)
Boxcar Glättung: 0 (USB4F04607)
Dunkelstromkorrektur: Nein (USB4F04607)
Puls/Lampe aktiviert: Nein (USB4F04607)
Correct for Detector Non-linearity: Nein (USB4F04607)
Streulichtkorrektur: Nein (USB4F04607)
Anzahl Pixel in verarbeitetem Spektrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
177,66	12,80
177,88	12,80
178,10	12,80
178,32	69,12
178,53	87,55
178,75	128,51
178,97	76,80
179,19	85,50
179,40	141,31
179,62	129,02
179,84	126,97
180,05	113,66
180,27	112,64
180,49	131,58
180,71	125,44
180,92	64,00
181,14	74,75
181,36	81,41
181,58	125,95
181,79	97,79
182,01	105,98
182,23	153,60
182,44	182,27
182,66	111,10
182,88	105,98
183,10	121,85
183,31	148,48
183,53	174,08
183,75	116,73
183,96	110,59
184,18	100,35
184,40	117,76
184,62	145,92
184,83	109,57
185,05	168,96
185,27	180,22
185,48	83,97
185,70	152,06
185,92	125,95
186,14	98,30
186,35	122,88
186,57	102,40
186,79	108,03
187,00	110,08
187,22	112,13
187,44	101,89
187,66	117,25
187,87	95,23
188,09	119,81
188,31	110,59
188,52	132,61
188,74	124,93
188,96	180,22
189,17	116,22
189,39	148,48
189,61	164,35
189,82	105,47
190,04	137,21
190,26	104,45
190,48	166,91
190,69	148,48
190,91	146,43
191,13	164,35
191,34	91,13
191,56	103,93
191,78	157,69
191,99	167,42
192,21	167,42
192,43	172,03
192,64	140,80
192,86	187,39
193,08	126,46
193,29	92,67
193,51	106,49
193,73	144,89
193,94	120,83
194,16	171,01
194,38	84,99
194,60	162,81
194,81	109,57
195,03	145,41
195,25	123,39
195,46	92,67
195,68	84,48
195,90	140,29
196,11	146,43
196,33	131,58
196,55	121,85
196,76	130,56
196,98	122,37
197,20	156,67
197,41	151,55
197,63	132,09
197,85	123,39
198,06	142,85
198,28	184,32
198,50	109,57
198,71	101,89
