1,908.05,360,2,1142.85,348,4,944.8,124,1,1108.55,150,2,0,1024.02,4055,5,59.51,106,5
2,824.03,202,1,1225.83,201,2,862.68,124,1,1188.74,123,1,,,,,2015.52,115,5
3,743.08,153,3,1310.52,160,2,780.08,122,2,1272.31,123,1,,,,,,,
4,662.93,132,2,1395.01,136,2,698.73,114,2,1355.70,114,1,,,,,,,
5,583.06,124,2,1473.02,128,2,619.69,112,3,1438.30,112,1,,,,,,,
