0,1024.69,3653,5,1,989.62,3404,4,1022.54,2492,7,859.50,120,1
,,,,,1054.53,3425,6,,,,1205.27,117,1
,,,,,,,,,,,,,
,,,,2,973.24,3289,4,1002.24,2619,4,,,
,,,,,1021.00,3195,5,1043.13,2620,6,,,
,,,,,1065.30,3311,3,,,,,,
